query_appid,query_game,graph_rank,appid,recommended_game,graph_score,release_date,genres,recommendations,positive,negative,num_reviews_total,average_playtime_forever,median_playtime_forever,peak_ccu,metacritic_score
812140,Assassin's Creed® Odyssey,15,311560,Assassin’s Creed® Rogue,0.441926,2015-03-09,"['Action', 'Adventure']",16625,14878,2537,16630.0,0,0,490,74
812140,Assassin's Creed® Odyssey,16,277590,Assassin's Creed Freedom Cry,0.441825,2014-02-25,"['Action', 'Adventure']",2299,1907,580,2311.0,275,342,22,0
812140,Assassin's Creed® Odyssey,17,359610,Assassin’s Creed® Chronicles: India,0.439043,2016-01-12,"['Action', 'Adventure']",929,640,336,930.0,132,198,6,0
812140,Assassin's Creed® Odyssey,18,359600,Assassin’s Creed® Chronicles: Russia,0.439043,2016-02-09,"['Action', 'Adventure']",1066,662,466,1066.0,141,141,2,0
812140,Assassin's Creed® Odyssey,19,939960,Far Cry® New Dawn,0.424023,2019-02-15,"['Action', 'Adventure']",28277,23415,7486,28391.0,1365,1232,2095,0
812140,Assassin's Creed® Odyssey,20,2556990,Beyond Good & Evil - 20th Anniversary Edition,0.423466,2024-06-24,"['Action', 'Adventure']",1001,861,188,1013.0,502,601,29,0
812140,Assassin's Creed® Odyssey,21,312780,Way of the Samurai 4,0.410128,2015-07-23,"['Action', 'Adventure']",1719,1481,384,1719.0,262,387,13,72
812140,Assassin's Creed® Odyssey,22,471010,Seven: Enhanced Edition,0.403922,2017-12-01,"['Action', 'Adventure', 'Indie', 'RPG']",1309,1510,465,1314.0,0,0,12,0
812140,Assassin's Creed® Odyssey,23,714250,Eternity: The Last Unicorn,0.402343,2019-03-05,"['Action', 'Adventure', 'Indie', 'RPG']",104,75,141,104.0,0,0,0,39
812140,Assassin's Creed® Odyssey,24,966470,Tale of Ninja: Fall of the Miyoshi,0.400485,2021-07-22,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,30,24,43.0,0,0,0,0
812140,Assassin's Creed® Odyssey,25,355790,Styx: Shards of Darkness,0.39576,2017-03-14,"['Action', 'Adventure']",4035,4767,985,4040.0,0,0,145,72
812140,Assassin's Creed® Odyssey,26,242640,Styx: Master of Shadows,0.394371,2014-10-07,['Action'],8465,8587,1759,8470.0,0,0,199,71
812140,Assassin's Creed® Odyssey,27,2842040,Star Wars Outlaws,0.393243,2024-11-21,"['Action', 'Adventure']",2904,2180,751,3145.0,578,671,2045,0
812140,Assassin's Creed® Odyssey,28,1194720,No School No Rules,0.392097,2021-06-17,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",0,28,11,25.0,0,0,0,0
812140,Assassin's Creed® Odyssey,29,270430,Cypress Inheritance: The Beginning,0.391216,2014-03-10,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,3,20,13.0,0,0,0,0
812140,Assassin's Creed® Odyssey,30,552520,Far Cry® 5,0.390938,2018-03-26,"['Action', 'Adventure']",154238,136456,32202,154338.0,0,0,10435,0
812140,Assassin's Creed® Odyssey,31,391220,Rise of the Tomb Raider™,0.389097,2016-02-09,"['Action', 'Adventure']",108346,126149,8005,108418.0,1043,742,917,86
812140,Assassin's Creed® Odyssey,32,3273100,Hunter of Ming Dynasty,0.385158,2024-11-26,"['Action', 'Adventure', 'Indie', 'RPG']",0,5,3,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,33,614570,Dishonored®: Death of the Outsider™,0.382316,2017-09-14,['Action'],8811,10628,1490,8812.0,654,419,63,81
812140,Assassin's Creed® Odyssey,34,1370310,Jewel of Kuru,0.38064,2020-08-07,"['Action', 'Adventure', 'Indie', 'RPG']",0,3,0,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,35,2015000,The Ghost and the Golem,0.376091,2024-08-08,"['Adventure', 'Casual', 'Indie', 'RPG']",0,15,0,15.0,0,0,1,0
812140,Assassin's Creed® Odyssey,36,241930,Middle-earth™: Shadow of Mordor™,0.373997,2014-09-30,[],58054,82459,6786,58093.0,0,0,1698,84
812140,Assassin's Creed® Odyssey,37,1532690,BLACKTAIL,0.373996,2022-12-15,"['Action', 'Adventure', 'RPG']",1563,1701,378,1587.0,0,0,38,80
812140,Assassin's Creed® Odyssey,38,990080,Hogwarts Legacy,0.37217,2023-02-10,"['Action', 'Adventure', 'RPG']",224368,281092,29921,224737.0,2275,1844,10172,83
812140,Assassin's Creed® Odyssey,39,2420110,Horizon Forbidden West™ Complete Edition,0.36637,2024-03-21,"['Action', 'RPG']",14344,19185,2229,14376.0,2275,1841,1641,0
812140,Assassin's Creed® Odyssey,40,749650,Barrimean Jungle,0.365968,2017-11-21,"['Action', 'Adventure', 'Indie']",0,0,2,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,41,427510,Way of the Samurai 3,0.364166,2016-03-23,"['Action', 'Adventure']",627,529,134,634.0,0,0,10,0
812140,Assassin's Creed® Odyssey,42,403640,Dishonored 2,0.363547,2016-11-11,['Action'],39327,55345,6565,39419.0,0,0,765,86
812140,Assassin's Creed® Odyssey,43,1252330,DEATHLOOP,0.363421,2021-09-13,['Action'],18916,22152,6843,18921.0,916,806,108,87
812140,Assassin's Creed® Odyssey,44,1939600,Sillage,0.362772,2022-04-20,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",0,6,1,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,45,1893100,Relics 2: The Crusader's Tomb,0.360671,2022-04-08,"['Adventure', 'Casual', 'Indie', 'RPG']",0,8,0,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,46,1625280,Shackled,0.357462,2021-05-21,"['Action', 'Adventure', 'RPG']",0,3,0,0.0,0,0,0,0
812140,Assassin's Creed® Odyssey,47,338140,Venetica - Gold Edition,0.356646,2015-01-23,"['Action', 'Adventure', 'Indie', 'RPG']",591,549,144,591.0,111,111,3,61
812140,Assassin's Creed® Odyssey,48,1173220,Bleak Faith: Forsaken,0.35587,2023-03-10,"['Action', 'Adventure', 'Indie', 'RPG']",2282,1768,645,2285.0,0,0,10,63
812140,Assassin's Creed® Odyssey,49,1774580,STAR WARS Jedi: Survivor™,0.355864,2023-04-27,"['Action', 'Adventure']",57753,42661,19752,57887.0,1595,1301,1239,0
812140,Assassin's Creed® Odyssey,50,1975530,Choice of the Viking,0.355837,2022-12-15,"['Indie', 'RPG']",0,9,5,14.0,0,0,0,0
